name,urn,country,products,brandname
"Quinta do Passadouro Sociedade Agricola, Lda",1X07LZNG,Portugal,Quinta do Passadouro 2011;Passa 2009;Quinta do Passadouro 2010,
Quinta do Pinto,1X06USJ5,Portugal,Quinta Do Pinto Wine;Vinhas Do Lasso Reserva Wine,
Quinta dos Avidagos,1X099WHV,Portugal,Quinta Dos Avidagos Grande Reserva 2009;Avidagos Douro Lote 138 Tinto 2014;Quinta Dos Avidagos Reserva Douro 2011,
Quinta dos Roques,1X06USEA,Portugal,Garrafeira and Reserva;Quinta Dos Roques Winery;Tasting Room and Wine Tourism,
Quiz Wines&Spirits,1X06USM2,Portugal,Aspias Wine;Pulo do Lobo Wine;Quinta das Lamelas 10-Year-Old White Port Wine,
R&A Hong Kong Company,1X098MX9,Hong Kong,Betti Prunideo Rosso di Toscana;Barbera d'Asti Superiore 2011;Cantina della Volta Lambrusco 2009,
R&B Cellars,1X07LX63,USA,R&B Cellars The Improviser Vintner’s Red Blend California;R&B Cellars Cabernet Sauvignon 2006;R&B Cellars Zinfandel 2009,
RD Winery,1X0A7MLL,USA,Chardonnay 2013;Napa 88 Reserve Syrah 2014;Sauvignon Blanc California 2016;California Cabernet Sauvignon 2015;Napa 66 Primo Merlot 2011;Napa 55 Vineyard Select Syrah 2012;Moscato California 2016;Napa 77 Grand Cru Cabernet Sauvignon 2013;Napa 99 Grand Cru Reserve Merlot 2013;R7 California Syrah 2011,
RJ Vinedos,1X099PHG,Argentina,Family Wine RJ;Family Wine Collection RJ;JOFFRÉ E HIJAS Gran;Joffré E Hijas Gran;Cuatro by Jofre E Hijas,
RJW Trading,1X07K66C,USA,Cabernet Sauvignon;Vino Valpredo 2010 Red Wine;Serena's Vineyard Cabernet Sauvignon 2005,
RW Wine Store,1X0A710X,Hong Kong,"Bollato Negroamaro Primitivo IGP;Luigi Guarini"" Primitivo Di Manduria Doc;""C'era Una Volta"" MOSCATO Fizzante Dolce IGT;Malvasia Fizzante Dolce O.P. Doc;Amarone Della Vapolicella Classico DOC 2008;Mosca Rosa Fizzante Igp;""C'era Una Volta"" Riesling Doc;GIORGI 1870;Valpolicella Ripasso Classico Superioe Doc;Saten Franciacorta Docg",
Rad-Ikon Kft.,1X06XOZ1,Hungary,Chateau Konyári Sessio 2009;Chateau Konyari 2008;Tulipan 2008,
Rainbow's End,1X08SO2Y,South Africa,Rainbow's End Cabernet Franc;Rainbow's End Rose;Rainbow's End Merlot 2012;Rainbow's End Shiraz;Rainbow's End Cabernet Sauvignon;Rainbow's End Shiraz 2012,
Rajdheer Wines Pvt Ltd,1X061GM2,India,Premium White Wine;Premium Red Wine;Regular Red Wine,
Raysun International Group Pty Ltd,1X05V24Q,Australia,Golden Kangaroo Shiraz 2008;Golden Kangaroo Classic White Wine;Golden Kangaroo Cabernet Sauvignon 2008,
Real Companhia Velha,1X099WIU,Portugal,Royal Oporto Tawny Porto;Quinta dos Aciprestes Grande Reserva D.O.C. Douro 2012;Carvalhas Vinhas Velhas,
"Real Sitio de Ventosilla, S.A.",1X099S4K,Spain,PradoRey PR3 Barricas 2010;PradoRey Elite Tinta Fina 2010;Adaro de PradoRey 2011,
Red Wine Cellar Limited,1X09SUJZ,Hong Kong,La Cuvee Victor 2002;Grand Beauregard 2007;2007 Brunel De La Cardine Hermitage;Shiraz Red Wine 2007;Chateau de la Gardine 2009;Mas du Soleilla;Cabernet Sauvignon Red Wine 2006;Taiwanese Kaoliang;Cabernet Sauvignon Red Wine 2008;Chateau de la Gardine,
Renato Ratti Sas,1X06VG7H,Italy,Barolo DOCG Vigna Merenda 2005;Barolo DOCG 2006;Barbera d’Alba DOC 2007,
Rene Vedrenne,1X060S0O,France,Montagne Saint Emilion 2007;Chateau Fleur de Jean Gué - Lalande de Pomerol;Chateau Fongaban-Puisseguin St Emilion;Chateau d'Aiguilhe Querre - Castillon (Wine);Le Petit Moulin 2006;Chateau Sablard du Grand Moine 2008;Chateau Le Moulin Pomerol (Wine);Chateau Patris (Wine);Red Wine,
Reserva De La Tierra,1X099T1K,Spain,Vilamar Reserva Merlot;Golf Medal Play 2009;Baron de Escal Crianza 2013,"Baron de Escal, Vilamar, Heredad Centum, Heredad Mestral, Elegido, Centum Original, Viña Goyena, Golf Medal;Baron de Escal, Vilamar, Heredad Centum, Heredad Mestral, Elegido, Centum Original, Viña Goyena, Golf Medal;Baron de Escal, Vilamar, Heredad Centum, Heredad Mestral, Elegido, Centum Original, Viña Goyena, Golf Medal"
Reynaud Diffusion - Les Chais D'agora,1X099UNV,France,Château des Places GRAVES BLANC 2014;Grand Vin du Château des Places GRAVES ROUGE 2013;AGORA du Château des Places GRAVES ROUGE 2012,
Rhebokskloof Estate (Pty) Ltd,1X07KTJ2,South Africa,Pinotage 2011;Rhebokskloof Syrah,
Ribafreixo,1X07K8A2,Portugal,Pato Frio Grande Escolha 2012;Barrancoa 2011;Gáudio Verdelho;Barranc?a 2010;Pato Frio Grande Escolha 2011;Gaudio Classico 2012,"Gaudio, Barrancoa, Pato Frio Grande Esclha;Gaudio, Barrancoa, Pato Frio Grande Esclha;Gaudio, Barrancoa, Pato Frio Grande Esclha"
Rich Leader (HK) Limited,1X086O00,Hong Kong,Chateau Guerry 2007;Bordeaux Red;Chateau Guerry 2008;Domaine Chevalier Pere et Fils;Chateau Guerry Red,
Richard SAS,1X0A7W93,France,Château La Nerthe Blanc 2016;Les Cassagnes de la Nerthe Rouge 2014;Château La Nerthe Rouge 2013,
Rijks Cellars,1X06UPEJ,South Africa,Rijks Pinotage Reserve 2007;Rijks Shiraz 2006;Rijk's Private Cellar Shiraz 2007;Chenin Blanc 2009;Pinotage 2008;Rijk’s Reserve Pinotage 2008,
Rio Dulce S.A.,1X087E4Q,Argentina,Cosecha Nocturna;Reserva Nocturna,
Roberson Wine,1X05VET1,United Kingdom,Cabernet Sauvignon Red Wine,
Robert Oatley Vineyards Pty Ltd,1X07MU0I,Australia,Shiraz 2010,
Robinson and Sinclair,1X060HF6,South Africa,Chardonnay 2008;Penny Black 2003;Saronsberg Provenance Shiraz 2007,"Amani, Saronsberg, Post House, Mont Rochelle, Mooiplaas, Mooibly, Hartenberg, Wamakers, Bainsway;Amani, Saronsberg, Post House, Mont Rochelle, Mooiplaas, Mooibly, Hartenberg, Wamakers, Bainsway;Amani, Saronsberg, Post House, Mont Rochelle, Mooiplaas, Mooibly, Hartenberg, Wamakers, Bainsway"
Rocca delle Macie,1X06TS0O,Italy,Chianti Classico Riserva Famiglia Zingarelli Red Wine 2009;Chianti Classico Famiglia Zingarelli 2010,Rocca delle Macie;Rocca delle Macie;Rocca delle Macie
Rocca di Castagnoli,1X060990,Italy,Poggio a' Frati;Chianti Classico San Sano;Chianti Classico DOCG,
Rocland Estate,1X05VTQV,Australia,Duck Duck Goose Shiraz;Shiraz;Duck Duck Goose Chardonnay;Rocland Estate Red Wine;Lot 147 Shiraz;Barossa Valley Red Wine;Chocolate Box Sparkling Shiraz;Red Wine;MVR;Chocolate Box Moscato,
Roqueta Origen,1X07KUC6,Spain,Vinya Nostra Red Wine;Vinya Nostra White Wine,
Ross Hill Wines,1X060VSN,Australia,Bottled White Wine;Bottled Red Wine;Rosé Wine,
Rotkappchen-Mumm Sektkellereien GmbH,1X05ZK1B,Germany,Sparkling Wine;Red Wine,
"Ruifeng Auzias Wine Estate Co., Ltd. ",1X0892R3,Mainland China,Cabernet Franc 2010;Chateau Reifeng-Auzias Syrah 2013;Chardonnay 2011;Chateau Reifeng-Auzias Cabernet Franc 2013;Syrah 2010,
Rumelia Wine Cellar,1X06WLGT,Bulgaria,Merul Reserve Selection;Erelia 2009;Mavrud Reserve 2008,
S & B Italian Wines,1X06WN4Z,Italy,Barbera Riserva;Barbera d'Asti;Moscato d'Asti,BOERI ALFONSO WINES;BOERI ALFONSO WINES;BOERI ALFONSO WINES
S.C.A. Nuestra Senora de Rus,1X05Y44K,Spain,Puente D'Rus Crianza 2004;Puente De Rus;Puente De Rus Cencibel,
S.M.B Bou Argoub,1X05WUTP,Tunisia,Prestige de Mornay Red Wine;Chateau Bou Argoub Red Wine;Cuvie Des Cesseurs Red Wine,
SA Joao Barbosa,1X07M3FC,Portugal,Red Wine;White Wine,
"SANTOS & SANTOS, S.A.",1X088QP5,Portugal,Bolota Dourada 2011;Quinta da Cidadoura Red Wine;Herdade da Fonte Coberta Reserva 2008,
SC Bernard Moueix,1X06XI99,France,Chateau Tauzinat Hermitage Saint-Emilion Grand Cru;Chateau Tauzinat L'Hermitage AOC Saint Emilion Grand Cru 2010;Chateau Taillefer Pomerol;Chateau Taillefer AOC Pomerol 2010,
SCA Les Vignerons Reunis de Monsegur,1X07LKTJ,France,De Monsegur Bordeaux 2014;Amely 2008;Chateau Tuilerie Pagès;Chateau Peynaud-Bagnac 2011;De Monsegur Bordeaux Cabernet Franc 2014;Château Monsegur Merlot Cabernet Sauvignon 2012;Chateau Arnaucosse;Jean De Nodet 2009,
SCEA Chateau Macay,1X07LKRL,France,Les Forges de Macay;Chateau Macay 2009;Macay Red Wine,
SCEA des Gimarets,1X07KUZJ,France,AOC Moulin à Vent - Chateau des Gimarets 2015,
SCEV Michel Gonet Et Fils,1X0A8E2S,France,Château Lesparre 2014;CHÂTEAU La Rose Videau 2016;Château Durand Bayle 2015,
SWK Holdings Ltd,1X0882CI,Hong Kong,2008 Chateau de Saint Martin Cuvée Grande Reservé Blanc;Le Cléret Cuvée Kawo;2008 Maison Jean-Philippe Marchand Bourgogne Pinot Nor,
San Carlos Sud ,1X06TVIX,Argentina,Argentinian Red Wine,
San Huberto Wines,1X0605F6,Argentina,Nina Petit Verdot;Nina Gran Malbec 2011;Nina Blend 2009;Cabernet Malbec;Nina Blend;Nina Cabernet Malbec;Nina Gran Petit Verdot 2009;Petit Verdot 2008;Malbec 2009,
San Patrignano Societa Agricola Cooperativa Social,1X05V4J5,Italy,Italian Red Wine;Rimini Cabernet;Sangiovese Riserva,
San Polo,1X07KTMZ,Argentina,Malbec;2009 Malbec,
Sani & Sani,1X09TSYQ,Italy,Black's Devil Wine;Tamero Primitivo Di Manduria Riserva Wine;Carlo Sani Primitivo Riserva 2011;Carlo Sani Nero di Troia Limited Edition 2015;Carlo Scala Primitivo Di Manduria DOC Wine;Carlo Sani Susumaniello Limited Edition 2015,
Sant'Agata,1X087OOC,Italy,La Fenice;Moscato D'Asti;Monferrato Rosso DOC;Ruchė di Castagnole Monferrato 'Na Vota,
Santa Catalina,1X07N0II,Spain,2008 Tempranillo;2008 Crianza;2011 Tempranillo,
Santa Giustina,1X06VHBA,Italy,Gutturnio Superiore DOC 2007;Barbaro Valtidone IGT 2007;Villa Soldati 2008,
Santa Tresa,1X06VH5G,Italy,2010 Nero d'Avola;Rina Lanca Grillo Viognier;Nivuro Nero d'Avola Cabernet Sauvignon,
"Santes Gates, S.L.",1X05Y45J,Spain,Cava Brut Nature;Red Wine,
Santolin Wines,1X0A7VC3,Australia,Santatin,
Sardis Wine,1X05ZK39,Turkiye,Cabernet Sauvignon 2008;Kalecik karası-Alicante-Carignan 2008;Cabernet Sauvignon-Alicante-Carignan 2008;Chardonnay 2009,
Sarl Chateau L'esperance,1X06XI2G,France,Les Cedres Cotes de Bourg 2008;Chateau l'Esperance Premieres Cotes de Blaye 2008;Chateau l'Esperance Cuvee Carole 2008,
Sarl Domaine Boudau,1X099TBA,France,Domaine Boudau Cotes du Roussillon Villages Prtimonine 2013;Domaine Boudau Muscat de Rivesaltes 2014;Cotes du Roussillon Clot Pila les Cargolines 2014,
Sarl Jean-Noel Herve - Moulin Haut Laroque,1X06XI4E,France,Chateau Moulin Haut Laroque Fronsac 2009;Chateau Herve-Laroque Fronsac 2009;Chateau Herve Laroque Fronsac 2009;Moulin Haut-Laroque Fronsac 2005,
Sarl Vignobles Silvio Denz - Chateau Faugeres,1X06XI7B,France,Peby Faugeres 2009;Chateau Cap de Faugeres 2009;Chateau Faugeres Saint-Emilion Grand Cru 2009,
Sartirano - Sansilvestro,1X0AKVE1,Italy,"Nebbiolo d'Alba D.O.C. Spumante Brut Metodo Classico ""Neboise"" wine;Piemonte D.O.C. Cortese Frizzante Wine;Piemonte D.O.C. Barbera Biologico ""Coccinella"" Wine;Moscato d'Asti D.O.C.G. Dulcis wine;Piemonte D.O.C. Barbera Passito Appassimento Wine;Piemonte D.O.C. Cortese Adelasia Wine;Gavi D.O.C.G. Del Comune Di Gavi Fossili Wine;Barbaresco D.O.C.G. Riserva Wine",
Sartirano Figli Cantine E Vigneti SRL,1X087WEY,Italy,Barolo DOCG Riserva;Langhe DOC Chardonnay;Grappa di Barolo,
Sas Chateau D'agel,1X06XH2J,France,d'Agel Red Wine;Chateau d'Agel In Extremis 2009;Chateau d'Agel Caudios;Chateau d'Agel Grenu 2010,
Sauk Dere Ltd,1X0A87JW,Russia,LIKURIA CABERNET FRANC,
Saveli Selection,1X099XZA,Italy,Monte del Cuca Menti Giovanni 2013;Pinot Noir Brut;Paolo Cottini Amaro Della Valpolicella Classico,
Sca Champagne Charles Collin,1X08TN4Z,France,2011 Tourteau Chollet Courdurie Bordeaux;2011 Sainte Barre Courdurie Bordeaux,
Sca Union de Vignerons de L'ile de Beaute,1X08TN30,France,Reserve du President Vermentinu;Sciaccarellu Cepage Insulaire;Reserve du President Niellucciu,
Scarzello Giorgio & Figli ,1X06VGEA,Italy,Barolo Vigna Merenda 2005;Barbera d'Alba Superiore 2007;Barolo del Comune di Barolo 2006,
Scea Chateau De La Dauphine,1X06XH4H,France,Fronsac 2009,
Scea Chateau Fleur Cardinale,1X06XH5G,France,Chateau Fleur Cardinale Saint-Émilion,
Scea Chateau La Coste,1X06XH6F,France,Bellugue Rose 2010;Les Pentes Douces,
Scea Chateau Thenac,1X0898YE,France,Cotes De Bergerac 2011;Bergerac Sec 2012;Cotes De Bergerac Moelleux 2009,
Scea Du Chateau D'astros,1X06XH8D,France,Chateau d'Astros Blanc 2010;Chateau d'Astros Rouge 2008;Minuit Rose 2010,
Scev Chateau De Carles,1X0A7W2A,France,Haut-Carles 2011;Château de Carles 2015;Château de Carles 2013,
Schenk Italy ,1X06X31Q,Italy,PIEMONTE DOC BARBERA wine;Vino Nobile Di Montepulciano Docg Pagliareto Wine;Conegliano Valdobbiadene Prosecco Superiore;Masso Antico “IL Potere” Wine;Gergenti Nero d'Avola Sangiovese 2007;Chianti 2009;Red Wine,"Boccantino, La Gondola, Cantine di Ora, Cavatina, Coppiere, Gabbia d'Oro, Gergenti, I Liveri;Boccantino, La Gondola, Cantine di Ora, Cavatina, Coppiere, Gabbia d'Oro, Gergenti, I Liveri;Boccantino, La Gondola, Cantine di Ora, Cavatina, Coppiere, Gabbia d'Oro, Gergenti, I Liveri"
Schmidt Marketing (Consumer Products) Ltd,1X098SWS,Hong Kong,"J. Heinrich, 2014 Blaufränkisch Goldberg Trocken;Domdechant Werner, 2012 Riesling Kabinett, Hochheim;Vaux, 2013 Cuvee Vaux Brut;Cruz de Alba, 2013 Tempranillo, Finca Los Hoyales BIO, Single Wooden Box;Gut Hermannsberg, 2015 Riesling Spätlese Rotenberg;Dr. Heger, 2013 Spätburgunder Trocken Barrique, Achkarrer Schlossberg, Grosses Gewächs;Weingut Hirsch, 2011 Grüner Veltliner Reserve, Kammerner Lamm;Volg, 2015 Fendant Blanc D'amour Du Valais;Harbour Estate, 2008 Cabernet Franc Ice Wine 375 ml;Jean Buscher, 2013 Rotwein Cuvee ",
Schuchmann Wines Georgia,1X088PO9,Georgia,Vinoterra Saperavi Selection 2009;Vinoterra Kisi 2011;Vinoterra Mtsvane,
Scodex Wines,1X099UYK,France,Domaine De L'ile Margaux Bordeaux 2011;Chateau Pas De L' Ane 2009;Chateau La Haute Rouchonne 2012,
Scopeto Del Cavalli,1X09A4XR,Italy,Scopeto del Cavalli Brunello di Montalcino 2008;Scopeto del Cavalli Brunello di Montalcino 2009,
Scopone Societa Agricola Srl,1X07K80C,Italy,Il Gregoriano Sant'Antimo DOC Red Wine;Rosso Di Montalcino DOC Red Wine;Brunello Di Montalcino DOCG Red Wine,
Seignouret Freres,1X099UZJ,France,Château Beauvillage Médoc 2013;Demazel Bordeaux 2014;Chateau Brillette Comte du Perier de Larsan 2011,
Selection Patrick Clerget,1X099U3F,France,Domaine du Nozay Sancerre 2014;Les Piliers de Maison Blanche Montagne Saint-Emilion 2011;Domaine Henri & Gilles Buisson Corton Grand Cru Les Renardes 2013,
"Senorio del Jucar, S.L.",1X05Y47H,Spain,Señorio Del Jucar Tempranillo 2009;Señorio Del Jucar Crianza 2003-2005;Suntuoso Vino Cosechero Tinto;Castile-La Mancha 2006;Jucar Macabeo;Castile-La Mancha 2003;Señorio Del Jucar Reserva 2003 (Red Wine);Señorio Del Jucar Chardonnay;Señorio Del Jucar Rose;Red Wine,
Serenas Vineyard,1X0893J8,USA,Red Hat Vineyards Zinfandel;Red Hat Vineyards Cab. S.;Serena's Vineyard,
Sevilen Sarap Sanayi Anonim Sirketi,1X0893ED,Turkiye,"Majestik Syrah and Kalecik Karasi;Magnesia Kalecik Karasi;Letter ""R"" Sevilen","Sevilen, 900, plato, centum, isabey, premium, majestik, letter, agora, altintepe;Sevilen, 900, plato, centum, isabey, premium, majestik, letter, agora, altintepe;Sevilen, 900, plato, centum, isabey, premium, majestik, letter, agora, altintepe"
Shan Xi Rong Zi Chateau LLC,1X07MC6U,Mainland China,Cabernet Sauvignon 2009,
Sharg Ulduzu,1X09VKOO,Azerbaijan,Azerbaijan Shiraz 2011;Sharg Ulduzu Shiraz;Azerbaijan Saperavi 2011;Azerbaijan Rkatsiteli 2012;Sharg Ulduzu Rkatsiteli,
Shaw Vineyard Estate,1X06WHL0,Australia,Shaw Vineyard Winemakers Selection Merlot;Shaw Vineyards Winemakers Shiraz;Shaw Vineyard Estate Sparkling;Shaw Vineyards Signature Series Merlot;Shaw OCTAVO Shiraz;Shaw Vineyards Signature Series Shiraz;Shaw Vineyard Estate Cabernet Sauvignon;Shaw OCTAVO Cabernet Sauvignon;Shaw Vineyard Estate Shiraz;Shaw Vineyards Winemakers Cabernet Sauvignon,
Shirayuri Winery Co Ltd,1X099WDZ,Japan,Cellar Master Muscat Bailer A 2014;Katsunuma KOSHU;L'ORIENT KOSHU Barrel Fermented 2014,
"Sichuan Diplomat Wine Co.,Ltd",1X0AKOT7,Mainland China,Mulberry Wine,
Silkwood Wines,1X08TJNS,Australia,Silkwood NV Red Duet,
Silvia Cellars LLC,1X0AKMBV,USA,Lucas & Lewellen High 9 Pinot Noir;Lucas & Lewellen Hidden Asset Red Wine 2016,
Simonsig Estate,1X07K8NP,South Africa,Tiara 2009;Kaapse Vonkel Brut 2011,
Sinohall Hong Kong Limited,1X08TLXC,Hong Kong,Ambassador Cabernet Sauvignon 2009;XiXiaKing Four Star Cabernet Sauvignon;XiXiaKing Four Star Chardonnay Dry White;Ambassador Chardonnay,
Sinospan Limited,1X05V42M,Hong Kong,Zinio Reserva 2004;Cava Brut Nature Arte Mayor;Albarino de Fefinanes 2012,
Sky Trade International SRL,1X0AKQJB,Italy,Champagne Method Raw Beer;No Alcohol Wine;Red Wine Aged In The Sea;Champagne Method Beer;Sparkling Rosé Wine Aged In The Sea;White Wine Aged In The Sea;Champagne Method Hop Beer;Sparkling White Wine Aged In The Sea,
Soc Agr Pietraserena SS,1X07LZW7,Italy,Red Wine,
Soc. Agr. Belpoggio S.S.,1X05V43L,Italy,Belcanto Valdobbiadene Superiore DOCG;Brunello di Montalcino DOCG 2001 Red Wine;Brunello di Montalcino DOC 2004 Red Wine;Brunello di Montalcino;Valdobbiadene Superiore DOCG Extra Dry,
Soc. Agr. Ciu Ciu di B.M. E B.W.SS,1X0609RI,Italy,Esperanto Offida Rosso;Merlettaie Brut Pecorino;Ciu Ciu Offida Esperanto;Ciu Ciu Saggio Marche;Merlettaie Pecorino DOCG;Ciu Ciu Le Merlettaie;Evoe Passerina;Offida Pecorino;Gotico Rosso Piceno Superiore DOC,
Soc. Agr. Forestale La Torre s.r.l.,1X08T7IX,Italy,Omina Romana Ceres Anesidorat 2011;Omina Romana Bellone 2013;Omina Romana Chardonnay 2013,Omina Romana;Omina Romana;Omina Romana
Soc. Agr. Sasso di Sole s.s.,1X07MB4Z,Italy,Orcia Rosso;Brunello di Montalcino,
Soc. Agric. Quinta da Lagoalva de Cima SA,1X0882DH,Portugal,Quinta da Lagoalva Castelão e Touriga 2012;Quinta da Lagoalva de Cima Late Harvest 2012;Quinta da Lagoalva de Cima Syrah 2010,
Sociedad Agricola Requingua Ltda.,1X061KEY,Chile,Casa Santiago 2011 Series;Casa Santiago Chardonnay Wine;Puerto Viejo 2010 Series;Casa Santiago Merlot Wine;Arte Noble 2011 Series;Casa Santiago Red Wine,
Sociedade Agricola Casal do Conde SA,1X06TSSW,Portugal,Terras do Vale Tinto 2007;Terras do Vale 2011;Terras do Vale Vinho Regional Tejo 2010;Casal do Conde Tinto 2007;Casal do Conde Reserva 2011;Red Wine,
Sociedade Agricola Da Quinta Da Ribeirinha Lda,1X08928M,Portugal,Vale De Lobos;Rapadas Red,
Sociedade Agricola Vale De Fornos S.A.,1X0881HG,Portugal,Vinha do General - Branco;Vale de Fornos - Branco;Vale de Fornos Red Wine 2010;Vinha do General Red Wine 2012;Vale de Fornos White Wine 2012;Vale de Fornos - Tinto;Vinha do General - Tinto,
Sociedade Agricola de Pias,1X08TJKV,Portugal,Pulo do Lobo White 2014;Igreja Velha D.O.C Reserva 2012 ;Dona Fernanda DOC Reserva 2011;Pulo do Lobo 2014 Rosé ;Quatro Décadas DOC Reserva;2013 Sociedade Agricolar Pias Pulo Do Lobo;Encostas do Enxoé Reserva 2012 Red;2009 Sociedade Agricolar Pias Igreja Velha DOC Reserva;Encostas Do Enxoé Tinto 2011;Encostas do Enxoé 2014 White Colheita Selecionada,
Societa Agricola 3MF srl,1X07MBNG,Italy,Sangiovese 2010,
Societa Agricola Ca di Rajo ,1X07MBFO,Italy,Epsilon 2013;Ca' Di Rajo Marino;Rosso IGT Marinò;Epsilon Gold Extra Dry;Ca Di Rajo Notti di Luna Piena 2007;Prosecco Superiore Millesimato Brut;Epsilon Wine Gold;Ca' Di Rajo Raboso;Ca' di Rajo Prosecco Doc Treviso,
Societa Agricola Ciu Ciu Di Massimilianoe Bartolomei Walter SS,1X0A7ZV8,Italy,Ciu Ciu Gotico Piceno Superiore DOP,
Societa Agricola Dosio Vigneti Srl,1X07K7A5,Italy,Barbera d'Alba DOC 2011;Barolo DOCG 2008;Momenti Langhe DOC 2008,
Societa Agricola Le Masciare srl,1X0881V2,Italy,Taurasi Lumanera DOCG;Greco Di Tufo DOCG;Fiano Di Avellino DOCG,
Societa Agricola Marabino,1X06WTL0,Italy,Marabino Noto Nero d'Avola 2009;Marabino Moscato della Torre 2010;Archimede DOC Eloro Pachino Riserva,
Societa Agricola Monte Cillario,1X099ZQD,Italy,Valpolicella Superiore Ripasso DOC 2012;Amarone Della Valpolicella DOCG 2010,
Societa Agricola Pugliano SRL,1X099YTD,Italy,Chianti D.O.C.G. 2012;Merlaia Toscana 2013;Chianti D.O.C.G. 2014,
Societa Agricola Quarta Generazione di Giovanna Paternoster,1X0AKOOC,Italy,IL BIANCO Quarta Generazione Wine;Aglianico del Vulture Quarta Generazione Wine,
Societa Agricola Querciabella SPA,1X05V45J,Italy,Batar 2009;Querciabella Chianti Classico DOCG 2010;Camartina 2008;Agricola Querciabella Batar Toscana IGT;Querciabella Chianti Classico;Agricola Querciabella Camartina 2008,Querciabella;Querciabella;Querciabella
Societa Agricola Ridolfi Srl ,1X07K7ZG,Italy,Brunello di Montalcino DOCG 2007;Rosso di Montalcino 2009,
Societa Agricola San Fabiano Calcinaia Srl,1X07K6KY,Italy,Chianti Classico Gran Selezione Cellole DOCG 2013;San Fabiano Calcinaia Chianti Classico;San Fabiano Calcinaia Cabernet Sauvignon 2011;Cerviolo Bianco Chardonnay di Toscana IGT;Cerviolo Rosso Toscana IGT;San Fabiano Calcinaia Cerviolo 2013,
Societa Agricola Stocco di Stocco Andrea e C. s.s.,1X08827N,Italy,Stocco Merlot 2011;Stocco Prosecco 2012;Stocco Refosco Dal P. Rosse,
Societa Agricola Tenute di Emera Srl,1X0893FC,Italy,Tenute Emera Primitivo di Manduria;Tenute Emera Sud Del Sud Salento Rosso IGP;Tenute Emera Anima Di Primitivo Primitivo di Manduria,
Societa Agricola Terenzi srl,1X07MBCR,Italy,Morellino di Scansano;Morellino di Scansano Riserva,
Societa Agricola Villa Lucia ,1X07MBMH,Italy,Vernaccia Di San Gimignano Docg;Brunello Di Montalcino Docg;Rosso Di Montalcino Doc;Chianti Docg;White Wine;Morellino Di Scansano Docg,"morellino di scansano, brunello di montalcino, vernaccia di san gimignano, rosso di montalcino, chianti;morellino di scansano, brunello di montalcino, vernaccia di san gimignano, rosso di montalcino, chianti;morellino di scansano, brunello di montalcino, vernaccia di san gimignano, rosso di montalcino, chianti"
Societa Agricola Zago Gasparini SRL,1X08T787,Italy,Prosecco DOCG;2Castelli Rosso Bruno;2Castelli Prosecco Superiore DOCG;Rosat Vino Supumante Rose Brut;2Castelli AMG Pas Dose Methodo Classico;La Barchessa,
Societa' Agricola Brigha Srl,1X099ZSB,Italy,Feudi Brigha Trivato;Cantina di Bova Scero;Cantina di Bova Ambèli,
Societe Ceptunes ,1X05WVNS,Tunisia,Rose Wine;Red Wine;White Wine,
Societe Viticole Henri Lurton,1X0A8DZY,France,Château Brane-Cantenac 2008;Baron de Brane 2010;Château Brane-Cantenac 2012,
Socrep s.r.l.,1X087H7E,Italy,Barbaresco 2010;Barbaresco Roncaglie 2008;Barbaresco Roncaglie 2009;Langhe Nebbiolo 2011,Socre;Socre;Socre
Sogrape Asia Pacific Limited,1X099W1B,Hong Kong,Tawny Porto Sandeman;Mateus Sparkling Rosé Brut;Papa Figos Douro 2013,
Solms-Delta (PTY) Limited,1X099PNA,South Africa,Solms Delta Cape Jazz Shiraz;Solms Delta Shiraz 2014;Solms Delta Africana 2012,
Sopardis,1X05V40O,France,Chateau D'eck Red Wine;Chateau De La Tousque Wine;Morel Chardonnay Sauvignon Wine,
Sordo Giovanni Azienda Agricola Di Sordo Giorgio,1X09UKMQ,Italy,Italian Nebbiolo 2012 ;Italian Nebbiolo 2012;Italian Nebbiolo 2010,SORDO ;SORDO ;SORDO 
Sorelle Bronca SRL ,1X07K6YK,Italy,Delico White Wine;Difetto Perfetto;Valdobbiadene Prosecco Superiore DOCG;Ser Bele,
Southern Wine Company Russia,1X0A8PLC,Russia,"Dry Table Red Wine ""Oda Cabernet. Aleksander Pushkin"";Wines of the Geografical Denomination of Taman ""ZOLOTOY LIMAN WINE"", 2016;Dry Table Red Wine ""YUBILEYNOE"",2014;Dry Table Red Wine ""Oda Saperavi. Vasiliy Zhukovsky"", 2014;Matured Dry Red Wines of the Geografical Denomination of Taman ""Germanassa"",2014;Wines of the Geografical Denomination of Taman ""Tiramba"", 2016;Dry Table White Wine ""Novel Riesling. Nikolai Ostrovsky"", 2014;Dry Table White Wine ""Novel Viorica. Lev Tolstoy"", 2014;Dry Table White Wine ""Novel Chardonney. Nikolay Gogol"", 2014;Dry Table Red Wine ""Oda Merlot.Gavriil Derzhavin"", 2014",
"Spain Doc Wines, S.L.",1X05Y48G,Spain,Miravent Cava;Miralmar Rioja;Miravent White,
"Spanish Palate, S.L.",1X09TRDE,Spain,Spain Tempranillo 2008;Spain Loess Tempranillo 2011;Spain Viñas de El Regajal Red 2014,
Sparkle Australasia Pty Ltd,1X04W1Q7,Australia,Shiraz 2005;Sparkling White Wine;Sparkling Shiraz,
Sparkling Frog ,1X061Y8Y,Hong Kong,Campo dei Gigli Amarone;Brunello di Montalcino;Marasco Barolo,
